feature,importance,importance_pct
captionlength,0.3640908736024905,36.409087360249046
brand,0.2747490466993674,27.47490466993674
hour,0.1284256066138378,12.84256066138378
dayofweek,0.09104653426872815,9.104653426872815
nbrhashtags,0.05854695293637051,5.854695293637051
content_type,0.057775009802623234,5.777500980262324
followers,0.01485085713649196,1.485085713649196
industry,0.010515118940090478,1.0515118940090478
