feature,importance,importance_pct
brand,0.4397041577260582,43.97041577260582
captionlength,0.1992462540623033,19.92462540623033
content_type,0.08739134611149842,8.739134611149842
hour,0.08043895558540105,8.043895558540106
followers,0.058646157230891456,5.864615723089146
nbrhashtags,0.05471137563905548,5.471137563905549
dayofweek,0.041183095652307274,4.118309565230727
industry,0.03867865799248482,3.867865799248482
