industry,brand,content_type,hour,dayofweek,nbrhashtags,captionlength,followers,engagementRate
patisserie,labeylicale,carousel,16,4,7,411,44254,0.1581777918380259
patisserie,labeylicale,carousel,15,4,0,231,44254,0.1016857233244452
patisserie,labeylicale,reel,19,2,3,121,44254,0.0610114339946671
patisserie,labeylicale,carousel,19,1,5,214,44254,0.0655307994757536
patisserie,labeylicale,carousel,20,3,4,127,44254,0.0564920685135806
patisserie,labeylicale,carousel,14,1,7,162,44254,0.1288019162109639
patisserie,labeylicale,reel,18,1,7,176,44254,0.804447055633389
patisserie,labeylicale,photo,19,4,6,314,44254,0.1423600126542233
patisserie,labeylicale,carousel,20,1,6,137,44254,0.0474533375514077
patisserie,labeylicale,carousel,20,2,5,244,44254,0.040674289329778
patisserie,labeylicale,reel,19,5,0,112,44254,0.0564920685135806
patisserie,labeylicale,reel,18,0,0,162,44254,0.2350070050164956
patisserie,labeylicale,photo,11,2,4,281,44254,0.0836082614000994
patisserie,labeylicale,photo,18,5,7,224,44254,0.0610114339946671
patisserie,labeylicale,carousel,14,1,6,231,44254,0.0836082614000994
patisserie,labeylicale,reel,11,6,4,195,44254,0.1062050888055317
patisserie,labeylicale,reel,14,0,5,241,44254,0.119763185248791
patisserie,labeylicale,reel,21,6,4,284,44254,0.6507886292764495
patisserie,labeylicale,photo,17,2,7,214,44254,0.0542323857730374
patisserie,labeylicale,reel,20,2,7,250,44254,0.0768292131784697
patisserie,labeylicale,carousel,20,5,4,191,44254,0.0881276268811858
patisserie,labeylicale,reel,13,3,4,167,44254,0.1559181090974827
patisserie,labeylicale,reel,17,0,7,227,44254,0.0745695304379265
patisserie,labeylicale,photo,11,0,4,279,44254,0.0542323857730374
patisserie,labeylicale,carousel,11,2,0,316,44254,0.0836082614000994
patisserie,labeylicale,carousel,16,2,0,241,44254,0.0881276268811858
patisserie,labeylicale,carousel,19,2,0,148,44254,0.0677904822162968
patisserie,labeylicale,photo,20,1,4,180,44254,0.0564920685135806
patisserie,labeylicale,photo,12,6,4,203,44254,0.0813485786595561
patisserie,labeylicale,carousel,12,3,4,185,44254,0.0542323857730374
patisserie,labeylicale,carousel,16,5,4,190,44254,0.1265422334704207
patisserie,labeylicale,carousel,13,4,5,302,44254,0.0429339720703213
patisserie,labeylicale,carousel,11,4,3,282,44254,0.0677904822162968
patisserie,labeylicale,photo,15,6,5,289,44254,0.1062050888055317
patisserie,labeylicale,carousel,17,0,0,142,44254,0.1084647715460749
patisserie,labeylicale,carousel,14,1,6,246,44254,0.07005016495684
patisserie,labeylicale,reel,19,4,9,349,44254,0.1129841370271613
patisserie,labeylicale,photo,11,5,0,251,44254,0.0587517512541239
patisserie,labeylicale,photo,20,4,3,109,44254,0.0813485786595561
patisserie,labeylicale,reel,19,1,6,214,44254,0.1084647715460749
patisserie,labeylicale,photo,17,5,7,101,44254,0.0564920685135806
patisserie,labeylicale,carousel,15,4,0,399,44254,0.049713020291951
patisserie,labeylicale,carousel,17,3,8,258,44254,0.1039454060649884
patisserie,labeylicale,carousel,13,4,0,183,44254,0.1468793781353098
patisserie,labeylicale,carousel,18,1,0,178,44254,0.0768292131784697
patisserie,labeylicale,carousel,13,3,0,313,44254,0.0723098476973832
patisserie,labeylicale,carousel,10,6,6,282,44254,0.0858679441406426
patisserie,labeylicale,carousel,20,1,8,214,44254,0.0768292131784697
patisserie,labeylicale,carousel,20,1,3,147,44254,0.0542323857730374
patisserie,labeylicale,photo,16,1,7,144,44254,0.0655307994757536
patisserie,labeylicale,carousel,17,3,6,222,44254,0.0949066751028155
patisserie,labeylicale,carousel,20,1,7,275,44254,0.2259682740543227
patisserie,labeylicale,photo,20,2,7,211,44254,0.1107244542866181
beauty,floraison.official,reel,16,0,0,33,368737,0.016000564087683
beauty,floraison.official,photo,11,3,0,15,368737,0.0368826562021169
beauty,floraison.official,reel,14,2,0,216,368737,0.0238652481307815
beauty,floraison.official,reel,20,1,0,409,368737,0.0254924241396984
beauty,floraison.official,reel,19,1,0,78,368737,0.0178989360980861
beauty,floraison.official,carousel,14,5,0,99,368737,0.0553239843031754
beauty,floraison.official,reel,17,6,0,70,368737,0.0338995001857692
beauty,floraison.official,reel,18,2,0,181,368737,0.04230657623184
beauty,floraison.official,carousel,16,0,0,268,368737,0.0146445840802523
beauty,floraison.official,carousel,17,4,0,111,368737,0.0181701320995723
beauty,floraison.official,reel,17,6,0,221,368737,0.0168141520921415
beauty,floraison.official,carousel,12,6,0,21,368737,0.0189837201040307
beauty,floraison.official,reel,14,5,0,162,368737,0.04935767227048
beauty,floraison.official,reel,14,6,0,31,368737,0.0206108961129477
beauty,floraison.official,reel,13,5,0,411,368737,0.0225092681233507
beauty,floraison.official,carousel,16,4,0,109,368737,0.0181701320995723
beauty,floraison.official,reel,11,5,0,157,368737,0.0677990003715385
beauty,floraison.official,carousel,9,2,0,74,368737,0.019526112107003
beauty,floraison.official,reel,16,3,0,488,368737,0.0181701320995723
beauty,floraison.official,carousel,16,0,0,72,368737,0.03172993217388
beauty,floraison.official,carousel,13,6,0,17,368737,0.016000564087683
beauty,floraison.official,carousel,17,4,0,809,368737,0.0338995001857692
beauty,floraison.official,carousel,18,3,1,609,368737,0.0341706961872554
beauty,floraison.official,reel,18,2,2,82,368737,0.0604767083314123
beauty,floraison.official,carousel,18,1,0,473,368737,0.0420353802303538
beauty,floraison.official,carousel,18,1,0,490,368737,0.0648158443551908
beauty,floraison.official,reel,19,2,0,61,368737,0.0482728882645354
beauty,floraison.official,carousel,13,1,0,46,368737,0.0355266761946861
beauty,floraison.official,photo,8,4,0,148,368737,0.0306451481679354
beauty,floraison.official,reel,16,0,0,47,368737,0.05640876830912
beauty,floraison.official,carousel,18,3,0,414,368737,0.0488152802675077
beauty,floraison.official,reel,18,6,0,631,368737,0.0767484684205816
beauty,floraison.official,reel,9,6,0,170,368737,0.0390522242140061
beauty,floraison.official,reel,13,3,0,366,368737,0.0417641842288677
beauty,floraison.official,carousel,18,3,0,24,368737,0.1987866690893509
beauty,floraison.official,carousel,15,3,0,557,368737,0.0284755801560461
beauty,floraison.official,carousel,16,0,0,567,368737,7.086668499853545
beauty,floraison.official,carousel,13,4,0,432,368737,0.0786468404309846
beauty,floraison.official,reel,18,4,0,482,368737,0.1852268690150432
beauty,floraison.official,photo,14,1,0,20,368737,0.0984441485394739
beauty,floraison.official,reel,18,6,0,66,368737,0.1703110889333047
beauty,floraison.official,reel,18,1,0,716,368737,0.1703110889333047
beauty,floraison.official,carousel,18,2,0,404,368737,0.1236653766776862
beauty,floraison.official,reel,19,0,0,32,368737,0.4157434702782742
beauty,floraison.official,carousel,13,5,0,525,368737,0.1006137165513631
beauty,floraison.official,carousel,15,6,0,30,368737,0.2242790932290494
beauty,floraison.official,carousel,11,5,0,446,368737,3.0821425568901413
beauty,floraison.official,carousel,12,5,0,540,368737,0.2305166012632309
beauty,floraison.official,carousel,11,4,0,185,368737,0.1505137808248155
beauty,floraison.official,reel,18,1,0,443,368737,0.1437338807876616
beauty,floraison.official,reel,18,2,0,152,368737,0.1323436487252431
beauty,floraison.official,reel,18,5,0,12,368737,0.177904576974917
beauty,floraison.official,carousel,19,3,0,401,368737,0.1627176008916924
beauty,floraison.official,reel,18,4,0,730,368737,0.195532317071517
beauty,floraison.official,carousel,15,3,0,503,368737,0.1738366369526247
beauty,floraison.official,carousel,18,4,0,433,368737,0.168955108925874
beauty,floraison.official,reel,18,6,0,465,368737,0.1876676330284186
beauty,floraison.official,reel,18,6,0,248,368737,0.1651583649050678
beauty,floraison.official,carousel,19,5,0,304,368737,0.1811589289927509
beauty,floraison.official,carousel,16,1,0,98,368737,0.2150584291785202
beauty,floraison.official,carousel,18,2,0,434,368737,0.1521409568337324
beauty,floraison.official,photo,19,2,0,193,368737,0.1803453409882924
beauty,floraison.official,carousel,16,6,0,360,368737,0.1887524170343632
beauty,floraison.official,reel,12,3,0,167,368737,0.2774335095203356
beauty,floraison.official,carousel,14,0,0,548,368737,0.0528832202898
beauty,floraison.official,carousel,13,4,0,38,368737,0.1429202927832032
beauty,floraison.official,photo,9,6,0,973,368737,3.2934042420478558
beauty,floraison.official,reel,9,3,0,855,368737,0.2541106533925263
beauty,floraison.official,reel,18,0,0,481,368737,0.1586496608694001
beauty,floraison.official,reel,12,2,0,367,368737,0.0645446483537046
beauty,floraison.official,photo,20,2,0,462,368737,0.0713245483908585
beauty,floraison.official,photo,20,3,0,439,368737,0.0469169082571046
beauty,floraison.official,reel,12,5,0,31,368737,0.0650870403566769
beauty,floraison.official,carousel,16,1,0,284,368737,0.0536968082942585
beauty,floraison.official,photo,12,4,0,444,368737,0.0553239843031754
beauty,floraison.official,reel,16,4,0,506,368737,0.0254924241396984
beauty,floraison.official,photo,7,4,0,516,368737,0.0425777722333261
beauty,floraison.official,photo,8,3,0,418,368737,0.0629174723447877
beauty,floraison.official,carousel,16,1,0,55,368737,0.1057664405796001
beauty,floraison.official,carousel,18,0,0,364,368737,0.0501712602749385
beauty,floraison.official,carousel,17,4,0,572,368737,0.0873251124785416
beauty,floraison.official,photo,19,2,0,409,368737,0.0756636844146369
beauty,floraison.official,carousel,9,5,0,453,368737,0.0618326883388431
beauty,floraison.official,carousel,14,6,0,405,368737,0.0781044484280123
beauty,floraison.official,carousel,15,6,0,570,368737,0.0390522242140061
beauty,floraison.official,carousel,17,0,0,468,368737,0.2733655694980433
beauty,floraison.official,carousel,10,4,0,366,368737,0.0455609282496738
beauty,floraison.official,reel,16,3,0,402,368737,0.0507136522779108
beauty,floraison.official,carousel,19,0,0,405,368737,0.0352554801932
beauty,floraison.official,reel,13,2,0,143,368737,0.1269197286955201
beauty,floraison.official,carousel,8,2,0,608,368737,0.1271909246970062
beauty,floraison.official,reel,16,0,0,388,368737,0.2543818493940125
beauty,floraison.official,photo,16,2,0,674,368737,2.301098072610017
beauty,floraison.official,carousel,19,1,0,417,368737,0.0385098322110338
beauty,floraison.official,reel,17,4,0,397,368737,0.1917355730507109
beauty,floraison.official,reel,17,4,0,391,368737,0.1323436487252431
beauty,floraison.official,carousel,20,5,0,348,368737,0.0480016922630492
beauty,floraison.official,carousel,10,5,0,594,368737,0.0588495323224954
beauty,floraison.official,carousel,16,2,0,425,368737,0.0447473402452154
beauty,floraison.official,reel,17,2,0,186,368737,0.1193262406539078
beauty,my_story_cosmetics,photo,15,3,0,200,235954,0.030090610881782
beauty,my_story_cosmetics,photo,10,5,0,225,235954,0.0614526560261746
beauty,my_story_cosmetics,carousel,10,0,0,211,235954,0.0394144621409257
beauty,my_story_cosmetics,photo,16,1,0,185,235954,0.0207667596226383
beauty,my_story_cosmetics,photo,16,1,0,264,235954,0.0118667197843647
beauty,my_story_cosmetics,photo,11,3,0,245,235954,0.0322096679861328
beauty,my_story_cosmetics,photo,10,0,0,250,235954,0.0411097078244064
beauty,my_story_cosmetics,photo,13,2,0,219,235954,0.0483145019791993
beauty,my_story_cosmetics,carousel,15,3,0,219,235954,0.027547742356561
beauty,my_story_cosmetics,photo,13,2,0,108,235954,0.0911194554870864
beauty,my_story_cosmetics,reel,18,3,0,171,235954,0.5335785788755435
beauty,my_story_cosmetics,carousel,18,2,0,313,235954,3.128999720284462
beauty,my_story_cosmetics,photo,12,5,0,22,235954,0.0394144621409257
beauty,my_story_cosmetics,photo,12,5,0,114,235954,0.0211905710435084
beauty,my_story_cosmetics,photo,12,0,0,202,235954,0.0097476626800139
beauty,my_story_cosmetics,photo,15,3,0,78,235954,0.0165286454139366
beauty,my_story_cosmetics,carousel,14,1,0,107,235954,1.277367622502691
beauty,my_story_cosmetics,carousel,16,2,5,344,235954,0.0813717928070725
beauty,my_story_cosmetics,photo,12,0,0,165,235954,0.0072047941547928
beauty,my_story_cosmetics,photo,14,0,5,198,235954,0.0313620451443925
beauty,my_story_cosmetics,photo,20,2,0,111,235954,0.0067809827339227
beauty,my_story_cosmetics,carousel,15,5,0,78,235954,0.0521288047670308
beauty,my_story_cosmetics,photo,19,3,0,109,235954,0.0245810624104698
beauty,my_story_cosmetics,photo,14,0,5,241,235954,0.0364477821948345
beauty,my_story_cosmetics,photo,10,2,0,91,235954,0.0245810624104698
beauty,my_story_cosmetics,photo,16,0,0,437,235954,0.0673860159183569
beauty,my_story_cosmetics,carousel,15,3,0,82,235954,0.3229443027030693
beauty,my_story_cosmetics,photo,10,4,0,76,235954,0.0233096281478593
beauty,my_story_cosmetics,carousel,15,3,0,89,235954,0.0699288844435779
beauty,my_story_cosmetics,photo,11,2,0,94,235954,0.0453478220331081
beauty,my_story_cosmetics,photo,15,3,5,292,235954,0.0267001195148206
beauty,my_story_cosmetics,reel,17,1,0,150,235954,3.740135789179247
beauty,my_story_cosmetics,carousel,13,2,0,104,235954,0.0364477821948345
beauty,my_story_cosmetics,carousel,12,0,0,55,235954,0.0389906507200556
beauty,my_story_cosmetics,photo,14,0,5,191,235954,0.0703526958644481
beauty,my_story_cosmetics,reel,15,4,5,168,235954,0.2360629614246844
beauty,my_story_cosmetics,photo,15,1,5,707,235954,0.0508573705044203
beauty,my_story_cosmetics,photo,15,1,3,1096,235954,0.1729150597150291
beauty,my_story_cosmetics,photo,14,2,0,413,235954,0.0432287649287572
beauty,my_story_cosmetics,photo,14,2,5,494,235954,0.0957813811166583
beauty,my_story_cosmetics,photo,11,3,8,651,235954,0.0792527357027217
beauty,my_story_cosmetics,photo,15,4,7,259,235954,0.0457716334539783
beauty,my_story_cosmetics,photo,16,3,5,533,235954,0.1843579680785237
beauty,my_story_cosmetics,photo,15,4,5,599,235954,0.0419573306661467
beauty,my_story_cosmetics,photo,10,4,0,232,235954,0.0220381938852488
beauty,my_story_cosmetics,photo,15,1,5,807,235954,0.1398577688871559
beauty,my_story_cosmetics,photo,15,4,9,464,235954,0.1385863346245454
beauty,my_story_cosmetics,reel,10,5,3,137,235954,0.5229832933537893
beauty,my_story_cosmetics,reel,17,1,8,441,235954,7.086668499853545
beauty,my_story_cosmetics,photo,15,2,5,484,235954,0.0283953651983013
beauty,my_story_cosmetics,reel,10,3,5,297,235954,4.0974088169728
beauty,my_story_cosmetics,reel,18,4,4,317,235954,3.206557210303703
beauty,my_story_cosmetics,photo,13,2,0,317,235954,0.0733193758105393
beauty,my_story_cosmetics,reel,15,3,2,270,235954,1.3367012214245149
beauty,my_story_cosmetics,photo,16,4,5,260,235954,0.0970528153792688
beauty,my_story_cosmetics,reel,14,2,4,731,235954,0.3428634394839672
beauty,my_story_cosmetics,carousel,10,3,4,388,235954,0.1707960026106783
beauty,my_story_cosmetics,photo,14,2,5,442,235954,0.0432287649287572
beauty,my_story_cosmetics,photo,18,4,0,63,235954,1.9007942226027104
beauty,my_story_cosmetics,reel,15,3,4,265,235954,3.836764793137645
beauty,my_story_cosmetics,photo,10,2,8,699,235954,0.1407053917288963
beauty,my_story_cosmetics,photo,16,2,0,212,235954,0.0847622841740339
beauty,my_story_cosmetics,photo,11,1,7,605,235954,0.1021385524297108
beauty,my_story_cosmetics,carousel,12,2,0,688,235954,0.1445196945167278
beauty,my_story_cosmetics,photo,10,0,8,634,235954,0.1720674368732888
beauty,my_story_cosmetics,photo,12,3,6,708,235954,0.0283953651983013
beauty,my_story_cosmetics,reel,19,2,3,332,235954,1.5278401722369614
beauty,my_story_cosmetics,reel,17,4,2,396,235954,0.7213270383210286
beauty,my_story_cosmetics,photo,15,3,6,454,235954,0.052552616187901
beauty,my_story_cosmetics,photo,16,0,5,461,235954,0.0614526560261746
beauty,my_story_cosmetics,photo,18,4,0,109,235954,0.2551344753638421
beauty,my_story_cosmetics,photo,17,5,0,398,235954,0.0728955643896691
beauty,my_story_cosmetics,photo,15,4,6,478,235954,0.0478906905583291
beauty,my_story_cosmetics,photo,15,4,7,427,235954,0.0983242496418793
beauty,my_story_cosmetics,photo,15,1,5,419,235954,0.0648431473931359
beauty,my_story_cosmetics,photo,11,2,6,338,235954,0.0440763877704976
beauty,my_story_cosmetics,photo,17,5,4,257,235954,0.4348305178127941
beauty,my_story_cosmetics,photo,14,3,7,389,235954,0.2356391500038143
beauty,my_story_cosmetics,photo,8,0,7,416,235954,0.0784051128609813
beauty,my_story_cosmetics,photo,11,4,5,442,235954,0.077557490019241
beauty,my_story_cosmetics,photo,9,1,5,457,235954,0.0809479813862024
beauty,my_story_cosmetics,photo,12,3,5,564,235954,0.2521677954177509
beauty,my_story_cosmetics,photo,18,4,8,520,235954,0.052552616187901
beauty,my_story_cosmetics,photo,12,1,10,775,235954,0.032633479407003
beauty,my_story_cosmetics,photo,17,2,4,512,235954,0.1152767064766861
beauty,my_story_cosmetics,photo,13,1,6,329,235954,0.1161243293184264
beauty,my_story_cosmetics,photo,11,1,8,308,235954,0.1296862947862719
beauty,my_story_cosmetics,reel,15,2,3,273,235954,0.5081498936233333
beauty,my_story_cosmetics,photo,18,4,7,589,235954,0.0394144621409257
beauty,my_story_cosmetics,carousel,19,4,0,281,235954,3.0090610881782043
beauty,my_story_cosmetics,photo,18,4,7,608,235954,0.0385668392991854
beauty,my_story_cosmetics,photo,8,4,0,244,235954,0.1237529348940895
beauty,my_story_cosmetics,photo,9,2,5,558,235954,0.0720479415479288
beauty,my_story_cosmetics,photo,11,1,0,224,235954,0.1127338379514651
beauty,my_story_cosmetics,photo,10,4,8,582,235954,0.0652669588140061
beauty,my_story_cosmetics,carousel,17,6,4,301,235954,1.2379531603617655
beauty,my_story_cosmetics,photo,8,4,6,615,235954,0.0487383134000695
beauty,my_story_cosmetics,reel,17,2,4,178,235954,1.0807191232189326
beauty,my_story_cosmetics,photo,13,2,0,320,235954,0.0682336387600973
beauty,my_story_cosmetics,reel,12,0,5,306,235954,0.1377387117828051
beauty,lellacosmetics,photo,18,6,0,22,137781,0.018870526415108
beauty,lellacosmetics,reel,15,3,0,31,137781,0.0341121054426952
beauty,lellacosmetics,reel,13,4,1,54,137781,0.0384668423077202
beauty,lellacosmetics,reel,13,4,0,15,137781,0.0130642105950747
beauty,lellacosmetics,reel,16,0,2,298,137781,0.0362894738752077
beauty,lellacosmetics,reel,16,4,0,139,137781,0.0486278949927783
beauty,lellacosmetics,photo,16,0,1,53,137781,0.0341121054426952
beauty,lellacosmetics,reel,17,6,0,27,137781,0.0965300005080526
beauty,lellacosmetics,reel,16,1,0,189,137781,0.0275800001451578
beauty,lellacosmetics,reel,16,4,1,32,137781,0.028305789622662
beauty,lellacosmetics,photo,11,3,0,143,137781,0.0181447369376038
beauty,lellacosmetics,photo,12,6,0,17,137781,0.0435473686502493
beauty,lellacosmetics,reel,18,4,0,27,137781,7.086668499853545
beauty,lellacosmetics,photo,10,5,0,105,137781,0.0319347370101828
beauty,lellacosmetics,reel,14,5,1,52,137781,0.0987073689405651
beauty,lellacosmetics,photo,16,2,0,36,137781,0.0203221053701163
beauty,lellacosmetics,reel,10,2,0,161,137781,0.15894789557341
beauty,lellacosmetics,photo,18,1,0,111,137781,0.0268542106676537
beauty,lellacosmetics,photo,16,1,1,218,137781,0.0159673685050914
beauty,lellacosmetics,photo,16,4,0,79,137781,0.0624178950653573
beauty,lellacosmetics,photo,7,2,0,144,137781,0.0312089475326786
beauty,lellacosmetics,reel,12,2,0,161,137781,7.086668499853545
beauty,lellacosmetics,photo,10,3,1,124,137781,0.0500794739477867
beauty,lellacosmetics,reel,17,2,1,55,137781,0.0602405266328448
beauty,lellacosmetics,reel,12,1,0,45,137781,0.084191579390482
beauty,lellacosmetics,photo,15,0,1,101,137781,0.0297573685776703
beauty,lellacosmetics,reel,8,2,2,139,137781,0.0878205267780027
beauty,lellacosmetics,reel,10,4,0,71,137781,0.0994331584180692
beauty,lellacosmetics,photo,17,3,0,175,137781,0.0384668423077202
beauty,lellacosmetics,reel,12,5,1,18,137781,0.0464505265602659
beauty,lellacosmetics,reel,8,4,3,82,137781,0.0449989476052576
beauty,lellacosmetics,photo,17,2,1,76,137781,0.0217736843251246
beauty,lellacosmetics,photo,17,2,1,185,137781,0.0312089475326786
beauty,lellacosmetics,photo,8,3,1,241,137781,0.0384668423077202
beauty,lellacosmetics,reel,14,1,2,53,137781,0.0929010531205318
beauty,lellacosmetics,photo,8,1,2,258,137781,0.0362894738752077
beauty,lellacosmetics,reel,21,3,0,27,137781,0.0108868421625623
beauty,lellacosmetics,reel,14,6,1,45,137781,0.1727378956459889
beauty,lellacosmetics,reel,10,4,1,140,137781,0.0145157895500831
beauty,lellacosmetics,reel,11,3,1,46,137781,0.0878205267780027
beauty,lellacosmetics,reel,9,1,1,47,137781,0.0812884214804653
beauty,lellacosmetics,reel,18,4,0,10,137781,0.0319347370101828
beauty,lellacosmetics,reel,12,2,2,291,137781,7.086668499853545
beauty,lellacosmetics,reel,14,5,0,0,137781,0.0428215791727451
beauty,lellacosmetics,reel,9,0,1,65,137781,0.0783852635704487
beauty,lellacosmetics,photo,12,6,1,144,137781,0.0333863159651911
beauty,lellacosmetics,photo,18,0,1,261,137781,0.028305789622662
beauty,lellacosmetics,photo,9,5,1,45,137781,0.0558857897678199
beauty,lellacosmetics,photo,14,1,1,34,137781,0.0275800001451578
beauty,lellacosmetics,reel,10,5,1,141,137781,0.0341121054426952
beauty,lellacosmetics,reel,10,6,1,83,137781,0.0885463162555069
beauty,lellacosmetics,reel,16,0,1,60,137781,0.1059652637156066
beauty,lellacosmetics,photo,10,5,0,135,137781,0.0769336846154404
beauty,lellacosmetics,reel,9,4,0,248,137781,7.086668499853545
beauty,lellacosmetics,reel,6,5,1,41,137781,0.060966316110349
beauty,lellacosmetics,reel,9,6,1,164,137781,0.028305789622662
beauty,lellacosmetics,reel,8,6,1,112,137781,0.0805626320029612
beauty,lellacosmetics,photo,10,0,0,167,137781,0.018870526415108
beauty,lellacosmetics,reel,9,3,1,164,137781,0.0362894738752077
beauty,lellacosmetics,reel,8,4,1,48,137781,0.079836842525457
beauty,lellacosmetics,photo,15,1,0,58,137781,0.0203221053701163
beauty,lellacosmetics,carousel,13,5,2,50,137781,0.0602405266328448
beauty,lellacosmetics,reel,11,4,0,54,137781,0.0580631582003324
beauty,lellacosmetics,reel,15,5,1,58,137781,0.0239510527576371
beauty,lellacosmetics,photo,10,4,0,27,137781,0.0261284211901495
beauty,lellacosmetics,reel,10,5,2,154,137781,0.042095789695241
beauty,lellacosmetics,carousel,14,2,1,238,137781,0.0326605264876869
beauty,lellacosmetics,photo,9,2,0,142,137781,0.0268542106676537
beauty,lellacosmetics,reel,9,5,0,154,137781,0.0290315791001662
beauty,lellacosmetics,reel,13,5,4,88,137781,0.0239510527576371
beauty,lellacosmetics,reel,17,3,0,30,137781,0.037741052830216
beauty,lellacosmetics,reel,10,0,1,29,137781,0.0362894738752077
beauty,lellacosmetics,carousel,9,0,2,211,137781,0.018870526415108
beauty,lellacosmetics,reel,10,1,0,42,137781,0.1052394742381025
beauty,lellacosmetics,reel,10,6,1,51,137781,0.0776594740929446
beauty,lellacosmetics,photo,10,3,0,40,137781,0.0558857897678199
beauty,lellacosmetics,reel,13,6,2,46,137781,0.1625768429609307
beauty,lellacosmetics,photo,18,2,0,12,137781,0.0544342108128116
beauty,lellacosmetics,photo,12,3,0,112,137781,0.0791110530479529
beauty,lellacosmetics,reel,12,0,1,33,137781,0.070401579317903
beauty,lellacosmetics,reel,12,6,2,139,137781,0.0254026317126454
beauty,lellacosmetics,photo,10,6,3,75,137781,0.0195963158926121
beauty,lellacosmetics,photo,10,1,0,43,137781,0.0290315791001662
beauty,lellacosmetics,photo,10,0,2,72,137781,0.0261284211901495
beauty,lellacosmetics,reel,9,2,2,49,137781,0.177818421988518
beauty,lellacosmetics,reel,16,0,2,72,137781,0.0769336846154404
beauty,lellacosmetics,reel,12,1,0,67,137781,0.1560447376633933
beauty,lellacosmetics,reel,10,3,0,119,137781,0.0435473686502493
beauty,lellacosmetics,reel,16,6,0,20,137781,0.0595147371553407
beauty,lellacosmetics,photo,10,0,0,24,137781,0.018870526415108
beauty,lellacosmetics,photo,10,5,4,77,137781,0.0449989476052576
beauty,lellacosmetics,reel,13,5,0,0,137781,0.0812884214804653
beauty,lellacosmetics,photo,9,3,1,85,137781,0.0486278949927783
beauty,lellacosmetics,reel,9,5,3,53,137781,0.1023363163280858
beauty,lellacosmetics,reel,11,6,1,55,137781,0.037741052830216
beauty,lellacosmetics,photo,11,2,1,119,137781,0.0254026317126454
beauty,lellacosmetics,photo,12,6,0,37,137781,0.051531052902795
beauty,lellacosmetics,photo,9,5,0,107,137781,0.0435473686502493
beauty,lellacosmetics,reel,10,0,3,78,137781,0.1618510534834266
beauty,lellacosmetics,reel,16,3,1,90,137781,0.0174189474600997
beauty,yvesrocher_tunisie,reel,10,2,2,365,100171,0.0139761008675165
beauty,yvesrocher_tunisie,reel,10,1,6,410,100171,0.0079863433528665
beauty,yvesrocher_tunisie,photo,13,6,3,286,100171,0.0039931716764332
beauty,yvesrocher_tunisie,photo,8,4,4,472,100171,0.0099829291910832
beauty,yvesrocher_tunisie,photo,20,2,3,278,100171,0.003188766211049
beauty,yvesrocher_tunisie,reel,9,5,4,318,100171,0.0139761008675165
beauty,yvesrocher_tunisie,reel,9,6,5,336,100171,0.0109812221101915
beauty,yvesrocher_tunisie,reel,8,4,4,338,100171,0.0219624442203831
beauty,yvesrocher_tunisie,photo,8,4,3,276,100171,0.0109812221101915
beauty,yvesrocher_tunisie,carousel,9,4,5,498,100171,0.0049914645955416
beauty,yvesrocher_tunisie,carousel,9,1,7,502,100171,0.0129778079484082
beauty,yvesrocher_tunisie,photo,7,4,7,226,100171,0.0039931716764332
beauty,yvesrocher_tunisie,photo,9,3,3,258,100171,0.0918429485579658
beauty,yvesrocher_tunisie,photo,9,5,2,260,100171,0.0039931716764332
beauty,yvesrocher_tunisie,carousel,9,1,7,465,100171,0.0289504946541414
beauty,yvesrocher_tunisie,photo,8,6,7,448,100171,0.0059897575146499
beauty,yvesrocher_tunisie,photo,8,3,8,510,100171,0.0049914645955416
beauty,yvesrocher_tunisie,photo,8,6,7,474,100171,0.0059897575146499
beauty,yvesrocher_tunisie,photo,19,3,3,359,100171,0.0049914645955416
beauty,yvesrocher_tunisie,carousel,17,0,6,520,100171,0.0039931716764332
beauty,yvesrocher_tunisie,carousel,9,5,5,470,100171,0.0079863433528665
beauty,yvesrocher_tunisie,carousel,9,2,7,575,100171,0.0109812221101915
beauty,yvesrocher_tunisie,carousel,9,1,6,573,100171,0.0059897575146499
beauty,yvesrocher_tunisie,photo,14,0,5,424,100171,0.0039931716764332
beauty,yvesrocher_tunisie,photo,7,6,0,398,100171,0.003188766211049
beauty,yvesrocher_tunisie,photo,19,2,3,259,100171,0.0079863433528665
beauty,yvesrocher_tunisie,carousel,9,0,7,568,100171,0.0039931716764332
beauty,yvesrocher_tunisie,photo,8,1,4,276,100171,0.0189675654630581
beauty,yvesrocher_tunisie,photo,9,2,6,357,100171,0.0039931716764332
beauty,yvesrocher_tunisie,photo,9,3,6,437,100171,0.0089846362719749
beauty,yvesrocher_tunisie,carousel,9,6,7,490,100171,0.0099829291910832
beauty,yvesrocher_tunisie,carousel,11,2,4,320,100171,0.0149743937866248
beauty,yvesrocher_tunisie,reel,11,2,4,221,100171,0.0089846362719749
beauty,yvesrocher_tunisie,photo,18,0,8,555,100171,0.003188766211049
beauty,yvesrocher_tunisie,photo,8,2,5,391,100171,0.0459214742789829
beauty,yvesrocher_tunisie,photo,9,5,2,244,100171,0.003188766211049
beauty,yvesrocher_tunisie,photo,9,3,5,386,100171,0.0069880504337582
beauty,yvesrocher_tunisie,photo,8,5,4,300,100171,0.0219624442203831
beauty,yvesrocher_tunisie,photo,9,6,3,356,100171,0.003188766211049
beauty,yvesrocher_tunisie,photo,9,6,5,387,100171,0.0199658583821664
beauty,yvesrocher_tunisie,photo,9,4,9,522,100171,0.0109812221101915
