brand,hour,is_weekend,followers,likes,comments,engagementRate,brand_avg_engagement,relative_engagement,posting_frequency,nbrhashtags,captionlength,ind_BEAUTY,ind_FASHION,ind_HOTELS,ind_PATISSERIE,ind_RESTAURANTS,ctype_carousel,ctype_image,ctype_reel,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6
patisserie_h_by_omar,18,0,613877,291.0,16.0,0.05001001829356695,0.09923812099166446,0.5039395929087327,1.1290322580645162,0,217,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
patisserie_h_by_omar,10,0,613877,253.0,32.0,0.04642623848099863,0.09923812099166446,0.46782665791201566,1.1290322580645162,0,61,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
patisserie_h_by_omar,12,0,613877,2994.0,178.0,0.5167158893393953,0.09923812099166446,5.206828627708469,1.1290322580645162,0,298,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
patisserie_h_by_omar,17,0,613877,128.0,10.0,0.02248007336974671,0.09923812099166446,0.22652659225213395,1.1290322580645162,0,193,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
patisserie_h_by_omar,16,1,613877,316.0,11.0,0.05326799994135633,0.09923812099166446,0.536769533814839,1.1290322580645162,0,172,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
patisserie_h_by_omar,15,0,613877,45.0,0.0,0.007330458707526101,0.09923812099166446,0.07386736703873933,1.1290322580645162,0,78,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
patisserie_h_by_omar,13,0,613877,22539.0,110.0,3.689501317039081,0.09923812099166446,37.178266579120155,1.1290322580645162,5,287,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
patisserie_h_by_omar,14,0,613877,3620.0,59.0,0.599305724110856,0.09923812099166446,6.039067629678266,1.1290322580645162,4,228,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
patisserie_h_by_omar,12,0,613877,1012.0,574.2300000000005,0.5976767332869614,0.09923812099166446,6.022652659225213,1.1290322580645162,0,272,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
patisserie_h_by_omar,10,0,613877,128.0,235.0,0.059132366907377214,0.09923812099166446,0.5958634274458307,1.1290322580645162,0,203,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
patisserie_h_by_omar,14,0,613877,162.0,9.0,0.027855743088599186,0.09923812099166446,0.28069599474720947,1.1290322580645162,0,33,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
patisserie_h_by_omar,13,0,613877,113.0,12.0,0.020362385298683613,0.09923812099166446,0.2051871306631648,1.1290322580645162,0,111,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
patisserie_h_by_omar,13,0,613877,36.0,0.0,0.005864366966020881,0.09923812099166446,0.05909389363099146,1.1290322580645162,0,111,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
patisserie_h_by_omar,16,1,613877,206.0,6.0,0.034534605466567406,0.09923812099166446,0.3479973736047275,1.1290322580645162,0,185,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
patisserie_h_by_omar,16,0,613877,3102.0,62.0,0.5154126966802796,0.09923812099166446,5.193696651346027,1.1290322580645162,0,140,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
patisserie_h_by_omar,11,1,613877,121.0,6.0,0.020688183463462552,0.09923812099166446,0.20847012475377544,1.1290322580645162,0,238,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
patisserie_h_by_omar,11,0,613877,121.0,12.0,0.021665577957799362,0.09923812099166446,0.21831910702560733,1.1290322580645162,0,178,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
patisserie_h_by_omar,12,0,613877,108.0,4.0,0.018244697227620517,0.09923812099166446,0.18384766907419567,1.1290322580645162,0,93,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
patisserie_h_by_omar,11,0,613877,74.0,2.0,0.012380330261599636,0.09923812099166446,0.12475377544320419,1.1290322580645162,0,73,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
patisserie_h_by_omar,11,0,613877,1296.0,86.0,0.22512653186224602,0.09923812099166446,2.26854891661195,1.1290322580645162,0,222,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
patisserie_h_by_omar,15,0,613877,48.0,0.0,0.007819155954694507,0.09923812099166446,0.07879185817465528,1.1290322580645162,0,128,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
